数据来源文件,公司名称,岗位名称,原始薪资,最低薪资元每月,最高薪资元每月,平均薪资元每月,关键词,标签,经验要求,学历要求,原始工作地点,标准工作地点,城市,区县,商圈乡镇,公司性质,公司规模,公司行业
推广投放.csv,浙江天昇泰丰医药科技集团有限公司,电商推广专员,8000-15000元,8000.0,15000.0,11500.0,电商推广、搜索引擎推广、网站推广,电商推广,1-3年,本科,杭州·拱墅·东新,杭州·拱墅·东新,杭州,拱墅,东新,民营,500-999人,医药制造
推广投放.csv,讯汇科技,海外推广专员（Affiliate）,9000-10000元,9000.0,10000.0,9500.0,英文口语、推拉流、流量、网络推广,英文口语,经验不限,本科,广州·天河·冼村,广州·天河·冼村,广州,天河,冼村,外商独资,100-299人,互联网
推广投放.csv,高安市华显晶显示技术有限公司,SEO外贸独立站运营推广,1-1.5万,10000.0,15000.0,12500.0,阿里国际站、搜索引擎推广,阿里国际站,1-3年,大专,深圳·宝安·沙井,深圳·宝安·沙井,深圳,宝安,沙井,500-999人,电子/半导体/集成电路,未知
推广投放.csv,郑州新阅益文化传媒有限公司,短剧投放组长,8000-13000元,8000.0,13000.0,10500.0,媒介专员、媒介主管/经理、网络媒体、网盟渠道,媒介专员,1-3年,大专,郑州·金水·龙子湖,郑州·金水·龙子湖,郑州,金水,龙子湖,其它,500-999人,广播/影视
推广投放.csv,青岛抱抱宝贝玩具有限公司,推广投手,7000-9000元,7000.0,9000.0,8000.0,媒介专员、媒介主管/经理,媒介专员,3-5年,大专,青岛·崂山·中韩,青岛·崂山·中韩,青岛,崂山,中韩,民营,100-299人,贸易/进出口
推广投放.csv,深圳市新葳科技(集团)有限公司,seo推广销售,8000-16000元,8000.0,16000.0,12000.0,搜索引擎推广,搜索引擎推广,经验不限,大专,深圳·光明·光明街道,深圳·光明·光明街道,深圳,光明,光明街道,民营,100-299人,环保
推广投放.csv,龙雕智能装备(山东)有限公司,facebook广告投放,1-1.5万,10000.0,15000.0,12500.0,未知,未知,1-3年,大专,济南·历下·智远,济南·历下·智远,济南,历下,智远,民营,500-999人,通用设备制造
推广投放.csv,健坤网络,品牌推广策划（农业领域）,8000-13000元,8000.0,13000.0,10500.0,新媒体媒介,新媒体媒介,1-3年,本科,广州·天河·石牌,广州·天河·石牌,广州,天河,石牌,国企,100-299人,计算机软件
推广投放.csv,武汉楚天激光（集团）股份有限公司,网络推广运营,8000-15000元,8000.0,15000.0,11500.0,新媒体推广、信息流推广、搜索引擎推广,新媒体推广,1-3年,大专,武汉·洪山·关山,武汉·洪山·关山,武汉,洪山,关山,合资,1000-9999人,通用设备制造
推广投放.csv,许昌罗依斯发制品有限公司,Google广告投放,8000-15000元,8000.0,15000.0,11500.0,跨境电商、google、谷歌、假发、独立站,跨境电商,1-3年,本科,郑州·金水·祭城路,郑州·金水·祭城路,郑州,金水,祭城路,其它,100-299人,贸易/进出口
推广投放.csv,枫车创科技(广东)有限公司,信息流优化师（投放专员）,8000-15000元,8000.0,15000.0,11500.0,投放策略、投放素材、、投放数据、投放效果分析、腾讯广告,投放策略,1-3年,本科,广州·白云·同和,广州·白云·同和,广州,白云,同和,民营,100-299人,汽车后市场
